qseqid,sseqid,pident
YP_001110890.1,YP_009702119.1,0.965
YP_001111007.1,YP_009702119.1,0.962
YP_010779237.1,YP_010790040.1,0.793
YP_009701691.1,YP_009702119.1,0.962
YP_009702061.1,YP_009702119.1,0.962
YP_009702097.1,YP_009702119.1,0.955
YP_003987041.1,YP_004894696.1,0.711
YP_003987041.1,YP_010788708.1,0.708
YP_003987041.1,YP_010780343.1,0.699
NP_570414.1,NP_619824.1,0.95
NP_570414.1,NP_671536.1,0.949
NP_570414.1,YP_010085479.1,0.927
YP_009281948.1,YP_010085660.1,0.715
YP_009281948.1,YP_717526.1,0.715
NP_150509.1,YP_009408280.1,0.727
YP_003987041.1,YP_010777440.1,0.956
YP_003987041.1,YP_010841936.1,0.747
YP_003987041.1,YP_010779402.1,0.726
YP_003987041.1,YP_010789888.1,0.719
YP_004347223.1,YP_009345349.1,0.934
YP_009345349.1,YP_009506931.1,0.854
YP_009310282.1,YP_009345349.1,0.745
NP_044030.1,YP_009408026.1,0.756
NP_044030.1,YP_010509308.1,0.756
NP_044030.1,YP_009046368.1,0.756
YP_010776196.1,YP_010789033.1,0.945
NP_671608.1,YP_009408034.1,0.672
NP_570494.1,YP_009408034.1,0.671
YP_001498766.1,YP_009665527.1,0.975
YP_001497955.1,YP_009665527.1,0.944
YP_009325810.1,YP_009665527.1,0.78
NP_659688.1,YP_005296321.1,0.847
NP_570273.1,YP_005296321.1,0.848
YP_005296321.1,YP_009408322.1,0.819
YP_005296321.1,YP_009143452.1,0.814
NP_619941.1,YP_005296321.1,0.81
NP_150509.1,NP_659647.1,0.933
NP_150509.1,NP_570232.1,0.788
NP_042102.1,YP_009408000.1,0.762
YP_010780515.1,YP_010781806.1,0.9
YP_009255043.1,YP_009345349.1,0.659
YP_007354277.1,YP_010779683.1,0.92
YP_003987041.1,YP_010776498.1,0.712
NP_073460.1,NP_150509.1,0.771
NP_150509.1,YP_009408030.1,0.766
NP_150509.1,NP_938330.1,0.765
NP_150509.1,YP_005296279.1,0.741
NP_150509.1,YP_717411.1,0.715
NP_150509.1,NP_671604.1,0.712
NP_150509.1,YP_008658493.1,0.656
NP_042773.1,YP_009702485.1,0.923
NP_150509.1,YP_001293266.1,0.935
NP_044030.1,YP_009282791.1,0.76
NP_044030.1,YP_009143406.1,0.76
YP_003987013.1,YP_007354277.1,0.759
YP_007354277.1,YP_010776243.1,0.847
YP_009702504.1,YP_009703155.1,0.961
YP_009702665.1,YP_009703155.1,0.961
YP_009702346.1,YP_009703155.1,0.961
NP_042102.1,NP_536492.1,0.959
NP_042102.1,YP_010085742.1,0.956
NP_042102.1,YP_010085528.1,0.953
NP_042102.1,NP_671575.1,0.949
NP_042102.1,YP_009282766.1,0.915
YP_003987041.1,YP_010781629.1,0.698
YP_009046157.1,YP_009448082.1,0.865
YP_009703202.1,YP_009703434.1,0.955
YP_009702327.1,YP_009702485.1,0.915
NP_042102.1,YP_009408453.1,0.84
NP_042102.1,YP_004821405.1,0.801
YP_009702485.1,YP_009703849.1,0.915
YP_005296321.1,YP_010085603.1,0.809
NP_044030.1,YP_008658488.1,0.777
YP_007674829.1,YP_009227167.1,0.49
NP_044030.1,YP_227455.1,0.765
NP_044030.1,NP_051782.1,0.762
YP_007354303.1,YP_010841664.1,0.726
YP_004894655.1,YP_010779439.1,0.773
YP_009702815.1,YP_009703851.1,1.0
YP_009702815.1,YP_009703534.1,1.0
YP_009702487.1,YP_009702815.1,1.0
YP_009702648.1,YP_009702815.1,1.0
YP_009702329.1,YP_009702815.1,1.0
YP_009702815.1,YP_009703138.1,1.0
NP_042775.1,YP_009702815.1,1.0
YP_009702815.1,YP_009927206.1,1.0
NP_042102.1,NP_570202.1,0.708
YP_009046405.1,YP_009448096.1,0.945
YP_009046170.1,YP_009046405.1,0.943
NP_039137.1,YP_009046405.1,0.927
YP_009046405.1,YP_009177149.1,0.696
NP_150567.1,YP_001293324.1,0.946
NP_042102.1,YP_009281820.1,0.914
NP_042102.1,YP_009143381.1,0.909
NP_042102.1,YP_009408251.1,0.844
NP_039057.1,NP_043990.1,0.54
NP_039057.1,YP_001293230.1,0.537
NP_039057.1,NP_150473.1,0.536
NP_039057.1,YP_009407992.1,0.537
NP_039057.1,NP_570196.1,0.535
NP_039057.1,NP_073424.1,0.536
NP_039057.1,NP_659611.1,0.534
YP_004894336.1,YP_010776163.1,0.485
YP_004894378.1,YP_010776196.1,0.949
YP_007354303.1,YP_010789653.1,0.92
YP_010789653.1,YP_010841664.1,0.731
YP_010780816.1,YP_010789653.1,0.644
YP_003986887.1,YP_010777296.1,0.959
YP_003986887.1,YP_010779542.1,0.65
YP_003986887.1,YP_010789758.1,0.641
YP_003986887.1,YP_010788847.1,0.641
YP_004894655.1,YP_010789846.1,0.784
YP_004894655.1,YP_007354498.1,0.78
YP_003986887.1,YP_004894563.1,0.641
YP_003987358.1,YP_004895060.1,0.634
YP_010776729.1,YP_010780235.1,0.598
YP_010777029.1,YP_010780235.1,0.591
YP_010779676.1,YP_010780235.1,0.575
YP_010776196.1,YP_010782234.1,0.571
YP_009702451.1,YP_009702779.1,0.931
YP_010779010.1,YP_010779044.1,1.0
YP_004821435.1,YP_009408482.1,0.862
YP_004821435.1,YP_009408280.1,0.862
YP_009010415.1,YP_009010882.1,0.956
YP_007354733.1,YP_010790083.1,0.914
YP_010780594.1,YP_010781888.1,0.695
NP_042139.1,NP_570498.1,0.963
NP_042102.1,YP_717383.1,0.97
NP_042102.1,NP_570461.1,0.967
NP_042102.1,YP_010377062.1,0.965
NP_042102.1,NP_619870.1,0.959
YP_010780235.1,YP_010788659.1,0.666
YP_007354283.1,YP_010780235.1,0.6
YP_010776163.1,YP_010789556.1,0.514
YP_004732873.1,YP_009010908.1,0.774
YP_008357413.1,YP_009010415.1,0.965
YP_010085664.1,YP_010085873.1,0.864
YP_009703155.1,YP_009703361.1,0.961
YP_009703155.1,YP_009703706.1,0.961
YP_009703155.1,YP_009703867.1,0.961
NP_042792.1,YP_009703155.1,0.96
YP_003987358.1,YP_010776821.1,0.632
YP_003987358.1,YP_010779989.1,0.629
YP_003987350.1,YP_003987358.1,0.562
YP_010776163.1,YP_010777108.1,0.461
YP_010776163.1,YP_010779766.1,0.462
YP_007354233.1,YP_010776196.1,0.763
YP_010776196.1,YP_010789585.1,0.757
YP_010776196.1,YP_010779733.1,0.758
YP_010776196.1,YP_010780928.1,0.579
YP_009703506.1,YP_009703661.1,0.968
YP_009703506.1,YP_009703822.1,0.968
YP_009281948.1,YP_009448018.1,0.465
YP_009046333.1,YP_009281948.1,0.462
NP_955149.1,YP_009281948.1,0.461
NP_042139.1,YP_010085567.1,0.961
NP_042139.1,YP_010509320.1,0.96
NP_042139.1,YP_010085778.1,0.96
NP_042139.1,NP_671612.1,0.958
NP_042139.1,YP_009408490.1,0.867
NP_042139.1,YP_009408038.1,0.711
NP_042139.1,NP_051794.1,0.707
YP_003406865.1,YP_009094604.1,0.882
YP_008357439.1,YP_009010908.1,0.957
YP_009010443.1,YP_009010908.1,0.95
YP_009010684.1,YP_009010908.1,0.779
YP_009046341.1,YP_009448016.1,0.405
YP_004894655.1,YP_010788753.1,0.921
YP_004894655.1,YP_010776460.1,0.92
YP_009702292.1,YP_009702779.1,0.931
YP_009702612.1,YP_009702779.1,0.931
YP_009702779.1,YP_009703498.1,0.929
YP_009702779.1,YP_009703101.1,0.929
YP_007354752.1,YP_010790102.1,0.928
YP_010788461.1,YP_010790102.1,0.798
YP_009702779.1,YP_009927169.1,0.931
NP_044080.1,YP_005296321.1,0.778
YP_005296321.1,YP_010085252.1,0.773
YP_009046331.1,YP_009046341.1,0.406
NP_039060.1,YP_009046341.1,0.402
YP_007354557.1,YP_010780269.1,0.594
YP_010780269.1,YP_010788680.1,0.592
YP_010777466.1,YP_010780269.1,0.582
YP_009703296.1,YP_009703506.1,0.968
NP_042747.1,YP_009703506.1,0.967
YP_009703506.1,YP_009927177.1,0.965
YP_009702787.1,YP_009703506.1,0.959
YP_003987096.1,YP_010777491.1,0.915
NP_042139.1,YP_005296287.1,0.674
YP_009174333.1,YP_009174791.1,0.77
YP_009325600.1,YP_009325601.1,0.685
YP_009325601.1,YP_009701715.1,0.556
YP_009094604.1,YP_009254899.1,0.717
NP_570494.1,YP_009480615.1,0.614
YP_004894726.1,YP_010780269.1,0.591
YP_007354524.1,YP_010779409.1,0.8
NP_570517.1,YP_009282822.1,0.847
YP_009702279.1,YP_009703640.1,0.965
YP_009282799.1,YP_009480615.1,0.615
YP_009480615.1,YP_010085563.1,0.611
YP_009143414.1,YP_009480615.1,0.611
NP_619906.1,YP_009282803.1,0.944
NP_619906.1,YP_009408490.1,0.872
NP_073468.1,NP_619906.1,0.739
NP_150517.1,NP_619906.1,0.722
NP_619906.1,YP_001293274.1,0.719
NP_619906.1,YP_009408038.1,0.709
YP_004821435.1,YP_009281849.1,0.817
YP_004821435.1,YP_010377091.1,0.817
NP_570490.1,YP_004821435.1,0.817
YP_004821435.1,YP_232984.1,0.817
NP_042131.1,YP_004821435.1,0.816
YP_008357421.1,YP_009010663.1,0.617
YP_009143326.1,YP_009281948.1,0.8
YP_010377057.1,YP_010509278.1,0.922
NP_042783.1,YP_009927214.1,0.961
YP_009703146.1,YP_009927214.1,0.962
YP_009702300.1,YP_009703506.1,0.968
YP_009702620.1,YP_009703506.1,0.968
YP_009703109.1,YP_009703506.1,0.968
NP_659647.1,YP_010085770.1,0.715
NP_048896.2,YP_001497921.1,0.61
YP_001497921.1,YP_009325799.1,0.573
YP_009703542.1,YP_009927214.1,0.962
YP_009702823.1,YP_009927214.1,0.946
YP_009702988.1,YP_009927214.1,0.944
YP_009703697.1,YP_009927214.1,0.962
YP_009703858.1,YP_009927214.1,0.962
YP_009268797.1,YP_009480615.1,0.695
YP_009281853.1,YP_009480615.1,0.621
NP_659647.1,YP_004821435.1,0.718
YP_004821435.1,YP_227459.1,0.718
YP_010779705.1,YP_010789005.1,0.75
YP_004821435.1,YP_009143410.1,0.82
YP_004821435.1,YP_010085558.1,0.819
YP_004821435.1,YP_010509312.1,0.818
NP_536521.1,YP_004821435.1,0.818
NP_044030.1,YP_717407.1,0.755
YP_007674829.1,YP_009172559.1,0.669
NP_619906.1,NP_671612.1,0.962
NP_570498.1,NP_619906.1,0.962
NP_619906.1,YP_010509320.1,0.962
NP_619979.1,NP_671673.1,0.915
YP_010780244.1,YP_010781528.1,0.848
NP_570570.1,NP_619979.1,0.919
YP_009342238.1,YP_010087980.1,0.901
YP_007676285.1,YP_009665020.1,0.744
YP_004062103.1,YP_007676285.1,0.733
YP_009702495.1,YP_009927214.1,0.962
YP_009702656.1,YP_009927214.1,0.962
YP_009702337.1,YP_009927214.1,0.962
YP_007354328.1,YP_010779632.1,0.904
NP_619979.1,YP_717494.1,0.935
NP_619979.1,YP_010085850.1,0.926
NP_619979.1,YP_010085641.1,0.922
NP_042218.1,NP_619979.1,0.922
NP_619979.1,YP_010377161.1,0.915
YP_003987179.1,YP_010777575.1,0.948
NP_619979.1,YP_010509386.1,0.915
NP_671604.1,YP_004821435.1,0.815
YP_004821435.1,YP_717411.1,0.815
YP_004821435.1,YP_009408030.1,0.72
NP_659647.1,YP_010509312.1,0.714
YP_010085737.1,YP_010509278.1,0.921
NP_536497.1,YP_010377067.1,0.947
YP_010776403.1,YP_010841823.1,0.735
YP_010776403.1,YP_010777273.1,0.697
YP_003986863.1,YP_010776403.1,0.696
YP_010776403.1,YP_010780508.1,0.715
YP_010776403.1,YP_010789791.1,0.807
YP_010776403.1,YP_010779510.1,0.806
YP_007354438.1,YP_010776403.1,0.581
YP_010780147.1,YP_010781422.1,0.943
YP_001648316.1,YP_007676285.1,0.749
YP_007676285.1,YP_009172731.1,0.749
YP_007676285.1,YP_009172985.1,0.749
YP_004061851.1,YP_007676285.1,0.742
YP_007676285.1,YP_009173227.1,0.741
NP_038981.1,YP_009447935.1,0.837
NP_671570.1,YP_010509278.1,0.92
YP_010085522.1,YP_010509278.1,0.866
YP_009281814.1,YP_010509278.1,0.82
YP_009143375.1,YP_010509278.1,0.817
YP_006347710.1,YP_010793909.1,0.889
YP_009702526.1,YP_009703889.1,0.958
YP_003213031.1,YP_007676285.1,0.545
YP_004061614.1,YP_007676285.1,0.717
YP_007676285.1,YP_009465906.1,0.608
YP_004063640.1,YP_007676285.1,0.75
YP_009046078.1,YP_009046315.1,0.936
NP_039045.1,YP_009046078.1,0.921
NP_955132.1,YP_009046078.1,0.774
YP_009046078.1,YP_009177076.1,0.748
YP_007354266.1,YP_010779695.1,0.72
YP_004894414.1,YP_007354266.1,0.451
YP_004894594.1,YP_010776403.1,0.944
YP_010776403.1,YP_010788816.1,0.93
YP_009703177.1,YP_009703889.1,0.958
YP_009703401.1,YP_009703889.1,0.958
YP_010085335.1,YP_784249.1,0.548
NP_619906.1,YP_010085567.1,0.96
NP_042139.1,NP_619906.1,0.957
YP_006347705.1,YP_009272797.1,0.979
NP_955286.1,YP_005296321.1,0.774
YP_005296321.1,YP_009046420.1,0.773
YP_005296321.1,YP_009046186.1,0.771
NP_042814.1,YP_009703889.1,0.958
YP_009703573.1,YP_009703889.1,0.958
YP_010793909.1,YP_031597.1,0.91
NP_570273.1,NP_659688.1,0.885
YP_010085863.1,YP_010509396.1,0.916
NP_671684.1,YP_010509396.1,0.912
YP_004894490.1,YP_010776304.1,0.846
YP_010776304.1,YP_010788920.1,0.842
YP_003986914.1,YP_010777322.1,0.95
YP_009508718.1,YP_010793909.1,0.913
YP_009259382.1,YP_010793909.1,0.834
YP_009702620.1,YP_009703822.1,0.969
YP_009702300.1,YP_009702620.1,0.969
YP_009702620.1,YP_009703109.1,0.968
NP_042723.1,YP_009702595.1,0.967
YP_009702687.1,YP_009703889.1,0.958
YP_009702368.1,YP_009703889.1,0.958
YP_009703889.1,YP_009927245.1,0.957
YP_009702854.1,YP_009703889.1,0.944
YP_009703019.1,YP_009703889.1,0.942
YP_010776411.1,YP_010779499.1,0.888
YP_010779499.1,YP_010841833.1,0.805
YP_010777263.1,YP_010779499.1,0.8
NP_671580.1,YP_010377067.1,0.944
YP_010377067.1,YP_010509288.1,0.941
YP_010377067.1,YP_232960.1,0.939
NP_042107.1,YP_010377067.1,0.934
YP_010085747.1,YP_010377067.1,0.935
NP_570466.1,YP_010377067.1,0.933
YP_009282771.1,YP_010377067.1,0.893
YP_009702620.1,YP_009702787.1,0.959
YP_010779769.1,YP_010789554.1,0.928
YP_004894341.1,YP_010789554.1,0.811
YP_010509396.1,YP_233081.1,0.964
YP_010085654.1,YP_010509396.1,0.932
NP_042231.1,YP_010509396.1,0.922
YP_009703086.1,YP_009703485.1,0.974
YP_009703485.1,YP_009703639.1,0.974
NP_042725.1,YP_009703485.1,0.972
NP_619992.1,YP_010509396.1,0.909
YP_005296321.1,YP_009480652.1,0.756
YP_003457407.1,YP_005296321.1,0.731
NP_957878.1,YP_005296321.1,0.73
YP_005296321.1,YP_784337.1,0.724
YP_007354754.1,YP_010790103.1,0.914
NP_051961.1,YP_004821435.1,0.675
NP_955210.1,YP_009046372.1,0.819
NP_955210.1,YP_009177126.1,0.773
YP_004821435.1,YP_008658493.1,0.657
YP_004821435.1,YP_009268793.1,0.64
YP_009010534.1,YP_009010762.1,0.787
YP_010779767.1,YP_010789556.1,0.59
YP_010777587.1,YP_010779767.1,0.382
YP_003987191.1,YP_010779767.1,0.371
YP_010779767.1,YP_010789070.1,0.335
YP_010776159.1,YP_010779767.1,0.328
YP_010779282.1,YP_010790000.1,0.918
YP_003797.1,YP_031658.1,0.837
YP_010793847.1,YP_031658.1,0.672
NP_051794.1,NP_051969.1,0.946
YP_010789068.1,YP_010789554.1,0.81
YP_010776161.1,YP_010789554.1,0.805
YP_008004103.1,YP_008004420.1,0.916
YP_009010298.1,YP_009010764.1,0.962
YP_009702598.1,YP_009703485.1,0.974
YP_009703270.1,YP_009703485.1,0.974
NP_619941.1,NP_659688.1,0.842
NP_570532.1,NP_659688.1,0.839
NP_659688.1,YP_010085603.1,0.839
NP_659688.1,YP_009177160.1,0.792
YP_009702434.1,YP_009702595.1,0.967
YP_010776411.1,YP_010841833.1,0.802
YP_010776411.1,YP_010777263.1,0.806
YP_009143369.1,YP_010377051.1,0.897
YP_004347182.1,YP_009345389.1,0.906
YP_001497236.1,YP_009325601.1,0.556
NP_051969.1,NP_073468.1,0.81
YP_008357299.1,YP_009010534.1,0.589
YP_009281892.1,YP_009282838.1,0.781
NP_671647.1,YP_009281892.1,0.553
YP_010776703.1,YP_010788468.1,0.942
NP_051969.1,YP_001293274.1,0.809
NP_051969.1,NP_150517.1,0.809
NP_051969.1,NP_659655.1,0.809
YP_004894708.1,YP_010776509.1,0.917
YP_007354542.1,YP_010776509.1,0.738
YP_010776509.1,YP_010779388.1,0.733
YP_004894926.1,YP_010788468.1,0.95
YP_001426398.1,YP_001426582.1,0.84
NP_039134.1,YP_009448093.1,0.941
NP_039134.1,NP_955267.1,0.876
NP_039134.1,YP_009177147.1,0.858
YP_009702834.1,YP_009927225.1,0.959
NP_051969.1,YP_009408490.1,0.724
NP_051969.1,YP_005296287.1,0.72
NP_051969.1,YP_010085567.1,0.708
NP_659688.1,YP_009408322.1,0.851
NP_051969.1,YP_232992.1,0.706
NP_051969.1,NP_671612.1,0.711
NP_051969.1,YP_717419.1,0.706
NP_051969.1,YP_010085778.1,0.705
NP_051969.1,NP_570498.1,0.705
NP_051969.1,NP_619906.1,0.709
NP_051969.1,YP_009282803.1,0.709
NP_051969.1,YP_009143418.1,0.709
NP_051969.1,YP_010509320.1,0.709
YP_009508656.1,YP_031658.1,0.904
YP_006347626.1,YP_031658.1,0.75
YP_001426398.1,YP_009702004.1,0.962
NP_039134.1,YP_010085233.1,0.728
NP_039134.1,YP_010085397.1,0.728
NP_051969.1,NP_938338.1,0.808
NP_051969.1,NP_570240.1,0.795
YP_010780366.1,YP_010781652.1,0.907
YP_004821435.1,YP_010085770.1,0.82
NP_619898.1,YP_004821435.1,0.82
YP_009143430.1,YP_009408502.1,0.843
YP_003986717.1,YP_010776191.1,0.716
YP_010776191.1,YP_010841576.1,0.689
YP_010776191.1,YP_010782242.1,0.669
YP_009408294.1,YP_009408496.1,0.958
YP_004821450.1,YP_009408496.1,0.892
YP_001293266.1,YP_004821435.1,0.718
NP_150509.1,YP_004821435.1,0.717
YP_004347182.1,YP_009238749.1,0.829
YP_004347182.1,YP_009506887.1,0.823
YP_004347182.1,YP_009310251.1,0.692
YP_004347182.1,YP_009254985.1,0.653
YP_010085746.1,YP_010509287.1,0.946
YP_009702595.1,YP_009703482.1,0.967
YP_009702275.1,YP_009702595.1,0.967
YP_009702595.1,YP_009927150.1,0.952
YP_003986740.1,YP_010782216.1,0.612
YP_003406861.1,YP_009094600.1,0.906
NP_619859.1,YP_010377051.1,0.942
NP_042106.1,YP_010085746.1,0.939
YP_003986726.1,YP_010841583.1,0.607
YP_010789033.1,YP_010841583.1,0.603
YP_004894378.1,YP_010841583.1,0.601
YP_007354233.1,YP_010841583.1,0.598
YP_010789585.1,YP_010841583.1,0.595
YP_010779733.1,YP_010841583.1,0.588
NP_051969.1,YP_009408038.1,0.761
NP_051969.1,YP_009329716.1,0.732
YP_009408457.1,YP_010085746.1,0.779
YP_009703287.1,YP_009703498.1,0.964
YP_010377051.1,YP_010509272.1,0.944
YP_010085174.1,YP_010085338.1,0.924
YP_004894390.1,YP_010782216.1,0.83
YP_007354245.1,YP_010782216.1,0.582
NP_570448.1,YP_010377051.1,0.938
YP_010085731.1,YP_010377051.1,0.938
YP_010377051.1,YP_717370.1,0.936
NP_042091.1,YP_010377051.1,0.935
YP_010085516.1,YP_010377051.1,0.922
YP_009282754.1,YP_010377051.1,0.899
NP_536481.1,YP_010377051.1,0.952
YP_010377051.1,YP_232944.1,0.946
YP_010776196.1,YP_010841583.1,0.609
YP_010085746.1,YP_232959.1,0.947
YP_009701480.1,YP_009701671.1,0.941
YP_009701671.1,YP_762364.1,0.658
NP_042139.1,NP_051969.1,0.707
NP_051969.1,YP_008658501.1,0.692
NP_048985.1,YP_001426398.1,0.817
YP_001426398.1,YP_001498829.1,0.81
YP_001426398.1,YP_009665561.1,0.809
YP_009702268.1,YP_009702427.1,0.98
NP_536609.1,YP_009046333.1,0.463
NP_536609.1,YP_009448018.1,0.464
NP_536609.1,NP_955149.1,0.451
YP_009010534.1,YP_009021128.1,0.601
YP_003986876.1,YP_010779527.1,0.689
YP_010777285.1,YP_010779527.1,0.687
YP_009408255.1,YP_010085746.1,0.782
YP_009172985.1,YP_009173227.1,0.911
NP_039072.1,YP_009046343.1,0.858
YP_009703287.1,YP_009927169.1,0.949
YP_009702779.1,YP_009703287.1,0.928
YP_009703101.1,YP_009703287.1,0.967
YP_009702451.1,YP_009703287.1,0.965
YP_009702292.1,YP_009703287.1,0.965
YP_009702612.1,YP_009703287.1,0.965
YP_010776387.1,YP_010779527.1,0.804
YP_004894576.1,YP_010779527.1,0.8
YP_010779527.1,YP_010788834.1,0.793
YP_010779527.1,YP_010781850.1,0.704
YP_010779527.1,YP_010780555.1,0.701
YP_009282770.1,YP_010085746.1,0.876
NP_536609.1,YP_717526.1,0.823
NP_536609.1,YP_010085660.1,0.77
NP_051786.1,YP_004821435.1,0.681
YP_010780420.1,YP_010788765.1,0.481
YP_010779705.1,YP_010780889.1,0.713
YP_010779705.1,YP_010841616.1,0.698
YP_003986752.1,YP_010779705.1,0.682
YP_004061855.1,YP_007676289.1,0.786
YP_004061855.1,YP_009465912.1,0.618
YP_004061855.1,YP_009174603.1,0.534
YP_004061855.1,YP_009174728.1,0.526
YP_003778.1,YP_010793830.1,0.963
YP_010793830.1,YP_031587.1,0.961
YP_009182007.1,YP_010793830.1,0.959
NP_570241.1,NP_659656.1,0.878
NP_570241.1,YP_227468.1,0.875
YP_004061851.1,YP_009173227.1,0.969
YP_001648316.1,YP_009173227.1,0.913
YP_003213035.1,YP_007676289.1,0.784
YP_003213035.1,YP_009465912.1,0.619
YP_003213035.1,YP_009174603.1,0.536
NP_536609.1,YP_009143326.1,0.787
YP_001648320.1,YP_003213035.1,0.977
YP_004894759.1,YP_010788646.1,0.849
YP_004894759.1,YP_010776557.1,0.844
YP_009703157.1,YP_009927225.1,0.969
YP_009702667.1,YP_009927225.1,0.968
YP_009703708.1,YP_009927225.1,0.968
NP_150518.1,NP_570241.1,0.88
NP_570241.1,YP_001293275.1,0.878
NP_073460.1,YP_004821435.1,0.71
NP_570232.1,YP_004821435.1,0.702
NP_938330.1,YP_004821435.1,0.698
YP_004821435.1,YP_005296279.1,0.686
NP_536471.1,YP_009282742.1,0.853
NP_671553.1,YP_009282742.1,0.851
YP_009174603.1,YP_009174654.1,0.812
YP_009174654.1,YP_009174728.1,0.785
YP_009172735.1,YP_009174654.1,0.525
YP_004063644.1,YP_009174654.1,0.524
YP_009172731.1,YP_009173227.1,0.905
YP_003213031.1,YP_009173227.1,0.668
YP_009173227.1,YP_009665020.1,0.81
YP_004061614.1,YP_009173227.1,0.749
YP_009173227.1,YP_009465906.1,0.617
YP_006347702.1,YP_009506710.1,0.927
YP_003851.1,YP_009506710.1,0.927
YP_009702781.1,YP_009702946.1,0.956
YP_003213035.1,YP_004061855.1,0.916
YP_003213035.1,YP_009665024.1,0.858
YP_009702781.1,YP_009703500.1,0.923
YP_009702294.1,YP_009702781.1,0.923
YP_009702781.1,YP_009703103.1,0.923
NP_150484.1,NP_659622.1,0.946
NP_150484.1,YP_001293241.1,0.945
YP_004894498.1,YP_010779615.1,0.608
YP_001498869.1,YP_009665579.1,0.951
YP_001498869.1,YP_009325868.1,0.91
YP_007354345.1,YP_010779615.1,0.855
NP_619805.1,YP_010085460.1,0.814
YP_004061855.1,YP_009174654.1,0.523
YP_007674675.1,YP_009174654.1,0.524
YP_001648320.1,YP_009174654.1,0.523
YP_009173231.1,YP_009174654.1,0.522
YP_009282742.1,YP_010085504.1,0.846
YP_009282742.1,YP_717359.1,0.84
NP_671523.1,YP_010085672.1,0.921
NP_619800.1,YP_010085672.1,0.912
YP_010085456.1,YP_010085672.1,0.878
NP_048896.2,YP_009325799.1,0.61
NP_042094.1,YP_009281811.1,0.919
NP_042094.1,YP_009408242.1,0.843
NP_042094.1,YP_009408444.1,0.841
NP_042094.1,NP_073424.1,0.715
NP_042094.1,NP_150473.1,0.696
YP_003851.1,YP_006347702.1,0.927
NP_042741.1,YP_009702781.1,0.923
YP_009702781.1,YP_009703655.1,0.922
YP_009702614.1,YP_009702781.1,0.922
YP_003213035.1,YP_009172989.1,0.975
YP_003213035.1,YP_009172735.1,0.939
YP_001110912.1,YP_009701525.1,0.857
YP_004895119.1,YP_010776867.1,0.873
YP_009447975.1,YP_010085218.1,0.658
YP_009177056.1,YP_010085218.1,0.655
NP_042094.1,NP_957802.1,0.585
NP_042094.1,NP_570196.1,0.684
NP_042094.1,YP_009268757.1,0.639
NP_042094.1,NP_957934.1,0.59
NP_042094.1,YP_009112764.1,0.585
NP_044045.1,YP_010085218.1,0.678
NP_536605.1,YP_009281944.1,0.67
YP_010779615.1,YP_010789693.1,0.841
YP_010776969.1,YP_010779072.1,0.818
YP_001110912.1,YP_009702058.1,0.89
YP_003213035.1,YP_004063644.1,0.939
YP_003213035.1,YP_007674675.1,0.938
YP_003213035.1,YP_009173231.1,0.918
NP_042094.1,YP_001293230.1,0.694
NP_042094.1,YP_227423.1,0.694
NP_536605.1,YP_009143504.1,0.666
NP_536605.1,YP_009282890.1,0.665
NP_536478.1,YP_009143365.1,0.895
NP_536478.1,YP_004821389.1,0.682
YP_004894378.1,YP_010779733.1,0.755
YP_004894378.1,YP_010789585.1,0.754
YP_004894378.1,YP_007354233.1,0.753
YP_010780478.1,YP_010781768.1,0.811
NP_955105.1,YP_010085218.1,0.66
NP_051895.1,NP_052041.1,0.992
NP_042094.1,NP_043990.1,0.585
YP_003213035.1,YP_009174728.1,0.529
NP_619918.1,YP_009143430.1,0.92
YP_009143430.1,YP_010085790.1,0.909
YP_009143430.1,YP_009408300.1,0.844
YP_010777280.1,YP_010789774.1,0.596
YP_010793830.1,YP_164155.1,0.657
YP_010777280.1,YP_010779522.1,0.595
NP_570202.1,YP_009143381.1,0.714
NP_570202.1,YP_009281820.1,0.712
YP_010780023.1,YP_010781299.1,0.707
YP_003986871.1,YP_010777280.1,0.937
YP_010777280.1,YP_010841802.1,0.642
YP_010777280.1,YP_010788829.1,0.608
YP_010777280.1,YP_010781842.1,0.6
YP_010776392.1,YP_010777280.1,0.608
YP_009174654.1,YP_009665024.1,0.519
NP_042094.1,NP_051748.1,0.696
NP_570241.1,YP_010085383.1,0.798
YP_004894639.1,YP_010776445.1,0.779
YP_004894646.1,YP_010788763.1,0.837
NP_042094.1,NP_659611.1,0.692
NP_042094.1,NP_051923.1,0.688
YP_004732904.1,YP_009010298.1,0.82
YP_004894568.1,YP_010781863.1,0.777
YP_010781863.1,YP_010789763.1,0.765
YP_007354415.1,YP_010781863.1,0.763
YP_003986882.1,YP_010781863.1,0.767
YP_010778726.1,YP_010781863.1,0.525
YP_003213035.1,YP_009174654.1,0.522
YP_007676289.1,YP_009174654.1,0.521
YP_009506669.1,YP_010793830.1,0.958
YP_009143430.1,YP_009282815.1,0.929
YP_003986606.1,YP_010788659.1,0.551
YP_007354388.1,YP_010789735.1,0.951
YP_010780368.1,YP_010781655.1,0.765
YP_009702854.1,YP_009703573.1,0.944
NP_042094.1,NP_938295.1,0.695
YP_010776103.1,YP_010789133.1,0.89
NP_570241.1,YP_009408039.1,0.862
NP_051970.1,NP_570241.1,0.856
NP_073469.1,NP_570241.1,0.856
NP_570241.1,NP_938339.1,0.855
NP_570241.1,YP_009329717.1,0.838
NP_570241.1,YP_005296288.1,0.827
